month,pct,practice,name,address1,address2,address4,address5,postcode,total_pericyazine
2019-05-01,06V,D82001,HOLT MEDICAL PRACTICE,KELLING HOSPITAL,OLD CROMER ROAD,NORFOLK,,NR25 6QA,62
2019-05-01,06Y,D82002,GROVE SURGERY,GROVE SURGERY,GROVE LANE,NORFOLK,,IP24 2HY,8
2019-05-01,06M,D82003,BEACHES MEDICAL CENTRE,SUSSEX ROAD,GORLESTON-ON-SEA,NORFOLK,,NR31 6QB,182
2019-05-01,06V,D82004,CROMER GROUP PRACTICE,CROMER GROUP PRACTICE,MILL ROAD,NORFOLK,,NR27 0BG,62
2019-05-01,06V,D82005,SHERINGHAM MEDICAL PRACTICE,THE HEALTH CENTRE,CROMER ROAD,NORFOLK,,NR26 8RT,41
2019-05-01,06Y,D82006,CHET VALLEY MEDICAL PRACTICE,GEORGE HOUSE,"40-48 GEORGE LANE, LODDON",NORFOLK,,NR14 6QH,27
2019-05-01,06M,D82007,EAST NORFOLK MEDICAL PRACTICE,EAST NORFOLK MEDICAL PRAC,147 LAWN AVENUE,NORFOLK,,NR30 1QP,168
2019-05-01,06W,D82008,ST STEPHEN'S GATE M/PRACT,ST STEPHENS GATE MED PRAC,55 WESSEX STREET,NORFOLK,,NR2 2TJ,271
2019-05-01,06V,D82009,STALHAM STAITHE SURGERY,THE STAITHE SURGERY,LOWER STAITHE ROAD,NORFOLK,,NR12 9BU,23
2019-05-01,07J,D82010,GRIMSTON MEDICAL CENTRE,GRIMSTON MEDICAL CENTRE,"CONGHAM RD,GRIMSTON",NORFOLK,,PE32 1DW,3
2019-05-01,06W,D82011,CASTLE PARTNERSHIP,TUCKSWOOD SURGERY,HALL ROAD,NORFOLK,,NR4 6NE,126
2019-05-01,06W,D82012,MAGDALEN MEDICAL PRACTICE,THE MAGDALEN MEDICAL PRAC,LAWSON ROAD,NORFOLK,,NR3 4LF,36
2019-05-01,06W,D82013,OLD CATTON MEDICAL PRACTICE,OLD CATTON MED. PRACTICE,"55 LODGE LANE, OLD CATTON",,,NR6 7HQ,34
2019-05-01,07J,D82015,BRIDGE STREET SURGERY,THE BRIDGE STREET SURGERY,30/32 BRIDGE STREET,NORFOLK,,PE38 9DH,2
2019-05-01,06V,D82016,MARKET SURGERY,THE MARKET SURGERY,"26 NORWICH ROAD, AYLSAM",NORFOLK,,NR11 6BW,42
2019-05-01,06W,D82017,TRINITY & BOWTHORPE MEDICAL PRACTICE,TRINITY & BOWTHORPE SURG.,1 TRINITY STREET,NORFOLK,,NR2 2BQ,88
2019-05-01,06W,D82018,HELLESDON MEDICAL PRACTICE,HELLESDON MEDICAL PRACT.,343 REEPHAM ROAD,NORWICH,,NR6 5QJ,12
2019-05-01,06M,D82019,THE MILLWOOD PARTNERSHIP,MILLWOOD SURGERY,"MILL LANE, BRADWELL",NORFOLK,,NR31 8HS,68
2019-05-01,06Y,D82020,ORCHARD SURGERY,ORCHARD SURGERY,COMMERCIAL ROAD,NORFOLK,,NR19 1AE,17
2019-05-01,06Y,D82022,LAWNS PRACTICE,THE LAWNS MEDICAL PRACT.,MOUNT STREET,NORFOLK,,IP22 4WG,13
2019-05-01,06W,D82023,ROUNDWELL MEDICAL CENTRE,25 DR TORRENS WAY,COSTESSEY,NORFOLK,,NR5 0GB,44
2019-05-01,06W,D82024,TAVERHAM PARTNERSHIP,THE TAVERHAM P'SHIP/SURG,"SANDY LANE, TAVERHAM",,,NR8 6JR,21
2019-05-01,06V,D82025,HOVETON & WROXHAM MEDICAL CENTRE,HOVETON & WROXHAM MED CTR,"STALHAM ROAD, HOVETON",NORFOLK,,NR12 8DU,45
2019-05-01,06W,D82026,LAKENHAM SURGERY,THE LAKENHAM SURGERY,"1 NINHAM STREET, LAKENHAM",NORFOLK,,NR1 3JJ,119
2019-05-01,07J,D82027,HEACHAM GROUP PRACTICE,HEACHAM GROUP PRACTICE,"45 STATION ROAD, HEACHAM",NORFOLK,,PE31 7EX,2
2019-05-01,06V,D82028,LUDHAM AND STALHAM GREEN SURGERIES,THE SURGERY,"STAITHE ROAD, LUDHAM",NORFOLK,,NR29 5AB,19
2019-05-01,06V,D82029,DRAYTON MEDICAL PRACTICE,DRAYTON MEDICAL PRACTICE,"MANOR FARM CL, DRAYTON",NORFOLK,,NR8 6EE,125
2019-05-01,06V,D82030,REEPHAM & AYLSHAM MEDICAL PRACTICE,THE SURGERY,60 HUNGATE STREET,NORWICH,,NR11 6AA,29
2019-05-01,06Y,D82031,PARISH FIELDS PRACTICE,PARISH FIELDS PRACTICE,THE HEALTH CENTRE,NORFOLK,,IP22 4WG,8
2019-05-01,06V,D82032,BRUNDALL MEDICAL PARTNERSHIP,THE BRUNDALL MEDICAL CTR,"THE DALES, THE STREET",NORWICH,,NR13 5RP,40
2019-05-01,06Y,D82034,ATTLEBOROUGH SURGERY,ATTLEBOROUGH SURGERY,STATION ROAD,NORFOLK,,NR17 2AS,45
2019-05-01,07J,D82035,UPWELL HEALTH CENTRE,THE UPWELL HEALTH CENTRE,"TOWNLEY CLOSE,UPWELL",CAMBRIDGESHIRE,,PE14 9BT,10
2019-05-01,06Y,D82036,OLD MILL AND MILLGATES MEDICAL PRACTICE,OLD MILL SURGERY,"HARDLEY ROAD, PORINGLAND",NORFOLK,,NR14 7FA,31
2019-05-01,06Y,D82037,LONG STRATTON MEDICAL PARTNERSHIP,SWAN LANE SURGERY,LONG STRATTON,NORFOLK,,NR15 2UY,15
2019-05-01,06V,D82038,WELLS HEALTH CENTRE,THE HEALTH CENTRE,BOLTS CLOSE,NORFOLK,,NR23 1JP,10
2019-05-01,06Y,D82039,MATTISHALL SURGERY,MATTISHALL SURGERY,"15 DEREHAM RD, MATTISHALL",,,NR20 3QA,38
2019-05-01,06W,D82040,WENSUM VALLEY MEDICAL PRACTICE,WEST EARLHAM HEALTH CTR.,WEST EARLHAM,NORFOLK,,NR5 8AD,247
2019-05-01,06Y,D82042,E HARLING & KENNINGHALL MEDICAL PRACTICE,THE SURGERY,"MARKET ST, EAST HARLING",NORFOLK,,NR16 2AD,11
2019-05-01,07J,D82043,WATLINGTON MEDICAL CENTRE,WATLINGTON MEDICAL CENTRE,"ROWAN CLOSE,OFF FEN ROAD",NORFOLK,,PE33 0TU,2
2019-05-01,07J,D82044,VIDA HEALTHCARE,VIDA HEALTHCARE/GROADH&SC,GAYTON ROAD,NORFOLK,,PE30 4DY,20
2019-05-01,06Y,D82045,WYMONDHAM MEDICAL PARTNERSHIP,WYMONDHAM MEDICAL P/SHIP,WYMONDHAM MEDICAL CENTRE,"WYMONDHAM, NORFOLK",,NR18 0RF,11
2019-05-01,06Y,D82046,CHURCH HILL SURGERY,CHURCH HILL SURGERY,"STATION RD, PULHAM MARKET",NORFOLK,,IP21 4TX,50
2019-05-01,06W,D82047,OAK STREET MEDICAL PRACT.,OAK STREET MEDICAL PRACT.,OAK STREET,NORFOLK,,NR3 3DL,135
2019-05-01,06W,D82048,THORPEWOOD MEDICAL GROUP,THORPEWOOD MEDICAL GROUP,WOODSIDE ROAD,NORWICH,,NR7 9QL,65
2019-05-01,06Y,D82050,THEATRE ROYAL SURGERY,THEATRE ROYAL SURGERY,27 THEATRE STREET,NORFOLK,,NR19 2EN,73
2019-05-01,07J,D82051,ST JAMES MEDICAL PRACTICE,ST.JAMES' MEDICAL PRACT.,COUNTY COURT ROAD,NORFOLK,,PE30 5SY,22
2019-05-01,06V,D82053,MUNDESLEY MEDICAL CENTRE,MUNDESLEY MEDICAL CENTRE,MUNHAVEN CLOSE,NORFOLK,,NR11 8AR,51
2019-05-01,06V,D82054,FAKENHAM MEDICAL PRACTICE,FAKENHAM MEDICAL PRACTICE,"MEDITRINA HSE,TRINITY RD",NORFOLK,,NR21 8SY,63
2019-05-01,06Y,D82056,ELMHAM SURGERY,THE ELMHAM SURGERY,"59 HOLT RD, NORTH ELMHAM",NORFOLK,,NR20 5JS,27
2019-05-01,07J,D82057,CAMPINGLAND SURGERY,THE CAMPINGLAND SURGERY,CAMPINGLAND,NORFOLK,,PE37 7RD,2
2019-05-01,06M,D82058,COASTAL VILLAGES PRACTICE,COASTAL VILLAGES PRACTICE,ORMESBY VILLAGE SURGERY,"GREAT YARMOUTH, NORFOLK",,NR29 3RW,46
2019-05-01,06V,D82059,BIRCHWOOD MEDICAL PRACTICE,BIRCHWOOD SURGERY,PARK LANE,NORFOLK,,NR28 0BQ,40
2019-05-01,06W,D82060,BACON ROAD MEDICAL CENTRE,BACON ROAD MEDICAL CENTRE,16 BACON ROAD,NORFOLK,,NR2 3QX,59
2019-05-01,06V,D82062,COLTISHALL MEDICAL PRACTICE,COLTISHALL MEDICAL PRACT,"ST.JOHN'S CL, RECTORY RD",NORWICH,,NR12 7HA,55
2019-05-01,06Y,D82063,WATTON MEDICAL PRACTICE,WATTON MEDICAL PRACTICE,24 GREGOR SHANKS WAY,NORFOLK,,IP25 6FA,50
2019-05-01,06Y,D82064,HUMBLEYARD PRACTICE,THE CRINGLEFORD SURGERY,"CANTLEY LANE, CRINGLEFORD",,,NR4 6TA,35
2019-05-01,07J,D82065,MANOR FARM MEDICAL CENTRE,MANOR FARM MEDICAL CENTRE,MANGATE STREET,NORFOLK,,PE37 7QN,12
2019-05-01,06V,D82066,PASTON SURGERY,PASTON SURGERY,9-11 PARK LANE,NORFOLK,,NR28 0BQ,50
2019-05-01,06M,D82067,THE PARK SURGERY,THE PARK SURGERY,4 ALEXANDRA ROAD,NORFOLK,,NR30 2HW,79
2019-05-01,06W,D82069,NEWMARKET ROAD SURGERY,NEWMARKET ROAD SURGERY,7 NEWMARKET ROAD,NORFOLK,,NR2 2HL,5
2019-05-01,07J,D82070,GREAT MASSINGHAM SURGERY,GREAT MASSINGHAM SURGERY,STATION ROAD,NORFOLK,,PE32 2JQ,4
2019-05-01,06W,D82071,EAST NORWICH MEDICAL PARTNERSHIP,ST WILLIAMS WAY,THORPE ST ANDREW,NORFOLK,,NR7 0AJ,67
2019-05-01,07J,D82072,BURNHAM SURGERY,THE BURNHAMS SURGERY,CHURCH WALK,NORFOLK,,PE31 8DH,20
2019-05-01,06W,D82073,THE LIONWOOD MEDICAL PRACTICE,30A WELLESLEY AVE NORTH,NORWICH,,,NR1 4NU,46
2019-05-01,06W,D82076,LAWSON ROAD SURGERY,LAWSON ROAD SURGERY,THE HEALTH CENTRE,NORWICH,,NR3 4LE,34
2019-05-01,06Y,D82078,HEATHGATE MEDICAL PRACTICE,HEATHGATE SURGERY,"THE STREET,PORINGLAND",NORFOLK,,NR14 7JT,11
2019-05-01,07J,D82079,FELTWELL SURGERY,THE SURGERY,"OLD BRANDON ROAD,FELTWELL",NORFOLK,,IP26 4AY,4
2019-05-01,06V,D82080,BLOFIELD SURGERY,THE BLOFIELD SURGERY,PLANTATION ROAD,NORFOLK,,NR13 4PL,9
2019-05-01,06Y,D82084,HARLESTON MEDICAL PRACTICE,HARLESTON MEDICAL PRACT.,BULLOCK FAIR CLOSE,NORFOLK,,IP20 9AT,24
2019-05-01,06Y,D82085,HINGHAM SURGERY,HINGHAM SURGEY,"HARDINGHAM ST, HINGHAM",NORFOLK,,NR9 4JB,11
2019-05-01,06W,D82087,PROSPECT MEDICAL PRACTICE,PROSPECT MEDICAL PRACTICE,95 AYLSHAM ROAD,NORFOLK,,NR3 2HW,125
2019-05-01,06W,D82088,UEA MEDICAL CENTRE,"UEA MEDICAL CTR,UNIV OF","EAST ANGLIA,EARLHAM ROAD",NORFOLK,,NR4 7TJ,25
2019-05-01,06W,D82096,WOODCOCK RD SURGERY,WOODCOCK ROAD SURGERY,29 WOODCOCK ROAD,NORFOLK,,NR3 3UA,71
2019-05-01,07J,D82099,SOUTHGATES SURGICAL & MEDICAL CENTRE,SOUTHGATES MED & SURG CTR,41 GOODWINS ROAD,NORFOLK,,PE30 5QX,96
2019-05-01,06Y,D82100,SHIPDHAM SURGERY,SHIPDHAM SURGERY,"CHAPEL STREET, SHIPDHAM",NORFOLK,,IP25 7LA,7
2019-05-01,06V,D82104,ACLE MEDICAL PARTNERSHIP,ACLE MEDICAL PARTNERSHIP,"BRIDEWELL LANE, ACLE",NORFOLK,,NR13 3RA,24
2019-05-01,07J,D82105,ST CLEMENTS SURGERY,ST CLEMENT'S SURGERY,CHURCHGATE WAY,NORFOLK,,PE34 4LZ,4
2019-05-01,06W,D82106,WEST POTTERGATE MED PRAC,WEST POTTERGATE MED. PRAC,"THE HLTH CTRE, EARLHAM RD",NORFOLK,,NR2 4BX,10
2019-05-01,07J,D82618,THE WOOTTONS SURGERY,THE WOOTTONS SURGERY,SPRING COTTAGE,"KING'S LYNN, NORFOLK",,PE30 3PT,11
2019-05-01,07J,D82621,PLOWRIGHT MEDICAL CENTRE,PLOWRIGHT MEDICAL CENTRE,1 JACK BODDY WAY,NORFOLK,,PE37 7HJ,2
2019-05-01,06Y,D82624,WINDMILL SURGERY,WINDMILL SURGERY,LONDON ROAD,NORFOLK,,NR18 0AF,27
2019-05-01,06V,D82628,ALDBOROUGH SURGERY,THE SURGERY,"CHAPEL ROAD, ALDBOROUGH",NORFOLK,,NR11 7NP,3
2019-05-01,06M,D83002,ALEXANDRA & CRESTVIEW SURGERIES,ALEXANDRA ROAD SURGERY,ALEXANDRA ROAD,SUFFOLK,,NR32 1PL,71
2019-05-01,06L,D83004,FELIXSTOWE ROAD MEDICAL PRACTICE,FELIXSTOWE RD MED PRAC,235 FELIXSTOWE ROAD,SUFFOLK,,IP3 9BN,2
2019-05-01,06M,D83009,BECCLES MEDICAL CENTRE,BECCLES MEDICAL CENTRE,ST.MARY'S ROAD,SUFFOLK,,NR34 9NX,65
2019-05-01,06M,D83010,LONGSHORE SURGERIES,KESSINGLAND SURGERY,"FIELD LANE, KESSINGLAND",SUFFOLK,,NR33 7QA,34
2019-05-01,06M,D83011,BRIDGE ROAD SURGERY,THE SURGERY,"1A BRIDGE RD,OULTON BROAD",SUFFOLK,,NR32 3LJ,28
2019-05-01,06M,D83016,VICTORIA ROAD SURGERY,82 VICTORIA ROAD,OULTON BROAD,SUFFOLK,,NR33 9LU,6
2019-05-01,06L,D83017,NEEDHAM MARKET COUNTRY PRACTICE,NEEDHAM MARKET COUNTRY PR,"BARKING RD,NEEDHAM MARKET",,,IP6 8EZ,4
2019-05-01,07K,D83018,MARKET CROSS SURGERY,THE MARKET CROSS SURGERY,"7 MARKET PLACE,MILDENHALL",SUFFOLK,,IP28 7EG,2
2019-05-01,06M,D83022,SOLE BAY H/C,SOLE BAY H/C,TEAL CLOSE,SUFFOLK,,IP18 6GY,2
2019-05-01,06M,D83023,HIGH STREET SURGERY,THE SURGERY,HIGH STREET,SUFFOLK,,NR32 1JE,66
2019-05-01,06L,D83028,LEISTON SURGERY,THE SURGERY,MAIN STREET,SUFFOLK,,IP16 4ES,4
2019-05-01,06M,D83030,KIRKLEY MILL HEALTH CENTRE,KIRKLEY MILL SURGERY,"KIRKLEY RISE, CLIFTON RD",SUFFOLK,,NR33 0HF,25
2019-05-01,06M,D83034,BUNGAY MEDICAL CENTRE,BUNGAY MEDICAL CENTRE,28 ST JOHNS ROAD,SUFFOLK,,NR35 1LP,34
2019-05-01,06M,D83035,CUTLERS HILL SURGERY,CUTLERS HILL SURGERY,BUNGAY ROAD,SUFFOLK,,IP19 8SG,34
2019-05-01,06L,D83037,HADLEIGH BOXFORD GROUP PRACTICE,HADLEIGH HEALTH CENTRE,"MARKET PLACE, HADLEIGH",SUFFOLK,,IP7 5DN,6
2019-05-01,06M,D83047,ROSEDALE SURGERY,ROSEDALE SURGERY,ASHBURNHAM WAY,"LOWESTOFT,SUFFOLK",,NR33 8LG,20
2019-05-01,06L,D83048,GROVE MEDICAL CENTRE,GROVE MEDICAL CENTRE,GROVE ROAD,SUFFOLK,,IP11 9GA,3
2019-05-01,06L,D83051,THE DERBY ROAD PRACTICE,DERBY ROAD SURGERY,52 DERBY ROAD,SUFFOLK,,IP3 8DN,2
2019-05-01,06L,D83059,BARRACK LANE MEDICAL CENTRE,BARRACK LANE MEDICAL CTR.,1 BARRACK LANE,SUFFOLK,,IP1 3NQ,7
2019-05-01,07K,D83062,FOREST SURGERY,FOREST SURGERY,BURY ROAD,SUFFOLK,,IP27 0BU,2
2019-05-01,06L,D83079,COMBS FORD SURGERY,COMBS FORD SURGERY,COMBS LANE,SUFFOLK,,IP14 2SY,5
2019-05-01,06M,D83608,ANDAMAN SURGERY,ANDAMAN SURGERY,303 LONG ROAD,SUFFOLK,,NR33 9DF,11
2019-05-01,06F,E81008,WHEATFIELD SURGERY,WHEATFIELD SURGERY,60 WHEATFIELD ROAD,BEDFORDSHIRE,,LU4 0TR,2
2019-05-01,06N,E82043,SCHOPWICK SURGERY,SCHOPWICK SURGERY,"EVERETT COURT, ROMELAND",HERTFORDSHIRE,,WD6 3BJ,6
2019-05-01,06K,E82053,BANCROFT MEDICAL CENTRE,BANCROFT COURT,30-35 BANCROFT,HERTFORDSHIRE,,SG5 1LH,2
2019-05-01,06K,E82062,HALL GROVE GROUP PRACTICE,HALL GROVE PRACTICE,4 HALL GROVE,HERTFORDSHIRE,,AL7 4PL,4
2019-05-01,06K,E82102,CHURCH STREET SURGERY,CHURCH STREET SURGERY,"ST.MARYS CYARD, CHURCH ST",HERTFORDSHIRE,,SG12 9EF,2
2019-05-01,99F,F81007,"DR PUZEY,DR KOTHARI AND DR NANDA",THE PUZEY FAMILY PRACTICE,"SOUTHWELL HOUSE,BACK LANE",ESSEX,,SS4 1AY,19
2019-05-01,07H,F81016,BARBARA CASTLE HEALTH CENTRE,BARBARA CASTLE HEALTH CTR,BROADLEY ROAD,ESSEX,,CM19 5SJ,4
2019-05-01,99E,F81036,ROBERT FREW MEDICAL CENTRE,ROBERT FREW MEDICAL CTR.,SILVA ISLAND WAY,ESSEX,,SS12 9NR,2
2019-05-01,99F,F81123,AUDLEY MILLS SURGERY,AUDLEY MILLS SURGERY,57 EASTWOOD ROAD,ESSEX,,SS6 7JF,5
2019-05-01,99G,F81147,CENTRAL SURGERY - NORTH ROAD PCC,"1ST FLOOR, NORTH ROAD PCC",183-195 NORTH ROAD,ESSEX,,SS0 7AF,2
2019-05-01,99G,F81176,NORTH AVENUE SURGERY,332 NORTH AVENUE,SOUTHEND-ON-SEA,,,SS2 4EQ,3
2019-05-01,99G,F81613,DR KUMAR & PTNR - SHOEBURY HC,SHOEBURY HEALTH CENTRE,CAMPFIELD ROAD,ESSEX,,SS3 9BX,4
2019-05-01,08M,F84006,THE SHREWSBURY CENTRE,SHREWSBURY ROAD HLTH CTR,SHREWSBURY ROAD,LONDON,,E7 8QP,12
2019-05-01,08M,F84052,ESSEX LODGE,ESSEX LODGE,94 GREENGATE STREET,LONDON,,E13 0AS,2
2019-05-01,08D,F85034,ARCADIAN GARDENS SURGERY,1 ARCADIAN GARDENS,WOOD GREEN,LONDON,,N22 5AB,4
2019-05-01,99K,G81061,CHAPEL STREET SURGERY,CHAPEL STREET SURGERY,CHAPEL STREET,EAST SUSSEX,,BN9 9PW,4
2019-05-01,10A,G82002,ST JAMES' SURGERY,ST JAMES' SURGERY,HAROLD STREET,KENT,,CT16 1SF,4
2019-05-01,08A,G83651,WOODLANDS SURGERY,WOODLANDS SURGERY,2 WOODLAND WALK,GREENWICH,,SE10 9UB,2
2019-05-01,08Q,G85001,FOREST HILL GROUP PRACTICE,THE FOREST HILL GRP PRACT,1 FOREST HILL ROAD,LONDON,,SE22 0SQ,4
2019-05-01,08K,G85014,STREATHAM COMMON GROUP PRACTICE,STREATHAM COMMON GRP PRAC,ST.ANDREW'S HALL,"STREATHAM, LONDON",,SW16 5LS,4
2019-05-01,09L,H81045,CATERHAM VALLEY MED.PRACT,CATERHAM VALLEY MED.PRACT,"EOTHEN HOUSE,EOTHEN CLOSE",SURREY,,CR3 6JU,8
2019-05-01,99H,H81133,THE INTEGRATED CARE PARTNERSHIP,THE OLD COTTAGE HPL SURG,"ALEXANDRA ROAD, EWELL",SURREY,,KT17 4BL,4
2019-05-01,09X,H82040,CRAWLEY DOWN HEALTH CENTRE,THE HEALTH CENTRE,BOWERS PLACE,WEST SUSSEX,,RH10 4HY,4
2019-05-01,07V,H83024,WOODCOTE MEDICAL,WOODCOTE MEDICAL,32 FOXLEY LANE,SURREY,,CR8 3EE,4
2019-05-01,08P,H84623,HAMPTON HILL MEDICAL CENTRE,HAMPTON HILL MED CENTRE,94-102 HIGH STREET,MIDDLESEX,,TW12 1NY,8
2019-05-01,08X,H85075,THE HAIDER PRACTICE,THE HAIDER PRACTICE,162 ST JOHNS HILL,LONDON,,SW11 1SW,4
2019-05-01,11J,J81005,BRIDPORT MEDICAL CENTRE,THE BRIDPORT MEDICAL CTR,WEST ALLINGTON,DORSET,,DT6 5BN,2
2019-05-01,11A,J82018,STOKEWOOD SURGERY,STOKEWOOD SURGERY,"FAIR OAK ROAD, FAIR OAK",HAMPSHIRE,,SO50 8AU,13
2019-05-01,11A,J82035,ST CLEMENTS PARTNERSHIP,ST.CLEMENTS SURGERY,TANNER STREET,HAMPSHIRE,,SO23 8AD,4
2019-05-01,10R,J82055,CRANESWATER GROUP PRACTICE,THE SURGERY,"36 WAVERLEY ROAD,SOUTHSEA",HAMPSHIRE,,PO5 2PW,4
2019-05-01,99M,J82066,THE CAMBRIDGE PRACTICE,ALDERSHOT CFH,HOSPITAL HILL,HAMPSHIRE,,GU11 1AY,2
2019-05-01,10J,J82069,ACORN HEALTH PARTNERSHIP,GILLIES HEALTH CENTRE,"SULLIVAN RD,BRIGHTON HILL",HAMPSHIRE,,RG22 4EH,11
2019-05-01,14Y,K82073,WESTONGROVE PARTNERSHIP,THE HEALTH CENTRE,AYLESBURY ROAD,BUCKINGHAMSHIRE,,HP22 6LD,2
2019-05-01,11N,L82012,TAMAR VALLEY HEALTH,TAMAR VALLEY HEALTH,"THE HEALTH CTR, HAYE ROAD",CORNWALL,,PL17 7AW,2
2019-05-01,11N,L82016,OAK TREE SURGERY,OAK TREE SURGERY,CLEMO ROAD,CORNWALL,,PL14 3XA,16
2019-05-01,11N,L82028,THREE SPIRES MEDICAL PRACTICE,TRURO HEALTH PARK,INFIRMARY HILL,CORNWALL,,TR1 2JA,2
2019-05-01,11N,L82036,BODRIGGY HEALTH CENTRE,BODRIGGY HEALTH CENTRE,60 QUEENSWAY,CORNWALL,,TR27 4PB,2
2019-05-01,11N,L82043,QUAY LANE SURGERY,QUAY LANE SURGERY,"OLD QUAY LANE, ST.GERMANS",CORNWALL,,PL12 5LH,2
2019-05-01,11N,L82046,SALTASH HEALTH CENTRE,SALTASH HEALTH CENTRE,CALLINGTON ROAD,CORNWALL,,PL12 6DL,2
2019-05-01,11N,L82050,ROSEDEAN SURGERY,ROSEDEAN SURGERY,8 DEAN STREET,CORNWALL,,PL14 4AQ,6
2019-05-01,11N,L82620,HARRIS MEMORIAL SURGERY,HARRIS MEMORIAL SURGERY,"ROBARTES TERRACE, ILLOGAN",CORNWALL,,TR16 4RX,4
2019-05-01,11X,L85009,WEST SOMERSET HEALTHCARE,WEST SOMERSET HEALTHCARE,"WILLITON SURG, ROBERT ST",SOMERSET,,TA4 4QE,3
2019-05-01,11X,L85051,REDGATE MEDICAL CENTRE,REDGATE NEIGHBOURHOOD CTR,WESTONZOYLAND ROAD,SOMERSET,,TA6 5BF,2
2019-05-01,05J,M81019,WINYATES HEALTH CENTRE,WINYATES HEALTH CENTRE,WINYATES WAY,WORCESTERSHIRE,,B98 0NR,2
2019-05-01,05T,M81038,DR. J BARRELL & PARTNERS,UPTON SURGERY,TUNNEL HILL,WORCESTERSHIRE,,WR8 0QL,4
2019-05-01,05J,M81089,MAPLE VIEW MEDICAL PRACTICE,CHURCH HILL MEDICAL CTR,"TANHOUSE LANE,CHURCH HILL",WORCESTERSHIRE,,B98 9AA,7
2019-05-01,05J,M81617,CRABBS CROSS SURGERY,CRABBS CROSS SURGERY,38 KENILWORTH CLOSE,WORCESTERSHIRE,,B97 5JX,2
2019-05-01,05D,M83010,GORDON STREET SURGERY,THE SURGERY,72 GORDON STREET,STAFFORDSHIRE,,DE14 2JA,4
2019-05-01,05D,M83026,CARLTON STREET SURGERY,CARLTON STREET SURGERY,"CARLTON STREET,HORNINGLOW",STAFFORDSHIRE,,DE13 0TE,8
2019-05-01,05W,M83038,ORCHARD SURGERY,ORCHARD SURGERY,KNYPERSLEY ROAD,STOKE-ON-TRENT,,ST6 8HY,2
2019-05-01,05D,M83042,BRIDGE SURGERY,BRIDGE SURGERY,"ST.PETERS ST, STAPENHILL",,,DE15 9AW,2
2019-05-01,05G,M83046,BIDDULPH VALLEY SURGERY,BIDDULPH PRIMARY CARE CTR,WHARF ROAD,STAFFORDSHIRE,,ST8 6AG,3
2019-05-01,05D,M83051,WETMORE ROAD SURGERY,THE SURGERY,12 WETMORE ROAD,STAFFORDSHIRE,,DE14 1SL,2
2019-05-01,05Q,M83668,TAMAR MEDICAL CENTRE,TAMAR MEDICAL CENTRE,"SEVERN DRIVE, PERTON",,,WV6 7QL,3
2019-05-01,05Q,M83693,TRI-LINKS MEDICAL PRACTICE,TRI-LINKS,"130 TAMWORTH RD, AMINGTON",,,B77 3BZ,2
2019-05-01,05W,M83725,BLURTON MEDICAL CENTRE,"BLURTON HLTH CTR,RIPON RD","NEWSTEAD, BLURTON",STAFFORDSHIRE,,ST3 3BS,4
2019-05-01,05R,M84028,PRIORY MEDICAL CENTRE,PRIORY MEDICAL CENTRE,CAPE ROAD,WARWICKSHIRE,,CV34 4UN,2
2019-05-01,05R,M84036,ABBEY MEDICAL CENTRE,ABBEY MEDICAL CENTRE,42 STATION ROAD,WARWICKSHIRE,,CV8 1JD,2
2019-05-01,05H,M84042,HAZELWOOD GROUP PRACTICE,HAZELWOOD GROUP PRACTICE,27 PARKFIELD ROAD,BIRMINGHAM,,B46 3LD,2
2019-05-01,05R,M84049,ALCESTER HEALTH CENTRE,FIELDS PARK DRIVE,ALCESTER,,,B49 6QR,2
2019-05-01,15E,M85063,MIDLANDS MEDICAL PARTNERSHIP,EATON WOOD MEDICAL CENTRE,"1128 TYBURN RD, ERDINGTON",,,B24 0SY,5
2019-05-01,15E,M85136,DRUIDS HEATH SURGERY,DRUIDS HEATH SURGERY,"27 POUND RD,DRUIDS HEATH",,,B14 5SB,2
2019-05-01,15E,M85177,SWANSWELL MEDICAL CENTRE,SWANSWELL MEDICAL CENTRE,370 GOSPEL LANE,,,B27 7AL,6
2019-05-01,15E,M85624,PERRY PARK SURGERY,291-293 WALSALL ROAD,PERRY BARR,,,B42 1TY,2
2019-05-01,05A,M86009,ENGLETON HOUSE SURGERY,ENGLETON HOUSE SURGERY,2 VILLA ROAD,WEST MIDLANDS,,CV6 3HZ,5
2019-05-01,05C,M87003,MOSS GROVE SURGERY,MOSS GROVE SURGERY,15 MOSS GROVE,WEST MIDLANDS,,DY6 9HS,6
2019-05-01,05C,M87009,AW SURGERIES,ALBION HOUSE,ALBION STREET,WEST MIDLANDS,,DY5 3EE,8
2019-05-01,05C,M87010,THE WATERFRONT SURGERY,B/HILL H & S CARE CENTRE,VENTURE WAY,WEST MIDLANDS,,DY5 1RU,2
2019-05-01,15E,M89005,ST. MARGARETS MEDICAL PRACTICE,ST.MARGARETS MEDICAL PRAC,8 ST.MARGARETS ROAD,WEST MIDLANDS,,B92 7JS,3
2019-05-01,15E,M89009,MANOR HOUSE LANE SURGERY,MANOR HOUSE LANE SURGERY,1 MANOR HOUSE LANE,BIRMINGHAM,,B26 1PE,5
2019-05-01,15E,M89010,DORRIDGE SURGERY,DORRIDGE SURGERY,"3 AVENUE ROAD,DORRIDGE",WEST MIDLANDS,,B93 8LH,2
